1,3,0,73,43,27,10,15,2,26,9,11,5,16,12,6,6,6,59,34,41,13,4,2,20,28,0,0,12,5,1,4,3
-1,2,3,62,78,38,32,17,2,60,40,7,3,23,14,6,6,7,61,84,39,36,13,5,47,49,5,2,26,17,7,7,5
1,3,0,62,43,38,21,17,4,43,15,6,3,47,32,7,6,6,65,44,35,18,3,3,24,14,1,1,15,9,6,4,3
1,3,0,63,47,37,20,13,4,41,33,7,4,24,16,6,6,6,60,34,40,16,7,3,19,30,6,0,10,5,2,3,4
1,3,0,67,37,33,19,1,2,32,14,11,6,26,17,6,6,6,61,39,39,12,8,6,20,25,2,1,23,15,2,4,3
1,3,2,65,84,35,25,20,8,69,30,12,2,54,36,4,6,7,57,75,43,37,14,3,60,34,6,1,39,23,6,7,6
-1,2,3,58,63,42,20,19,5,53,44,17,4,47,32,4,2,6,61,63,39,35,5,3,44,31,15,7,47,31,6,6,3
-1,0,3,61,39,39,11,8,1,39,18,6,0,17,12,3,4,4,60,49,40,21,12,9,39,17,4,3,26,16,6,6,6
1,3,0,71,45,29,13,19,5,54,18,12,4,27,17,6,6,6,64,42,36,18,4,2,23,13,1,0,25,16,4,3,3
-1,0,3,43,22,57,26,0,6,14,20,2,1,22,12,1,6,2,64,38,36,19,7,0,38,17,10,5,42,27,6,7,6
-1,2,3,61,66,39,37,17,6,66,55,9,2,46,28,6,6,7,73,76,27,30,13,0,47,39,9,5,27,15,3,7,6
1,3,0,75,63,25,16,6,1,31,25,10,4,20,15,6,6,7,58,40,42,21,5,5,38,52,8,2,26,16,3,4,6
1,3,1,68,57,32,15,7,6,31,22,12,6,30,26,6,4,7,74,53,26,13,8,2,28,23,3,2,23,14,1,6,5
-1,0,3,64,38,36,18,5,6,28,24,3,0,24,11,3,4,4,62,47,38,17,6,1,31,14,9,3,26,20,6,6,6
1,3,2,65,90,35,38,19,3,59,41,8,3,46,30,7,6,6,69,93,31,27,20,3,64,37,4,0,18,10,6,7,7
-1,0,3,65,31,35,11,3,0,19,26,4,1,26,14,3,6,0,56,41,44,21,4,2,29,20,8,5,27,22,6,7,6
1,3,0,72,39,28,14,28,2,68,19,10,5,16,9,6,6,6,62,30,38,17,0,0,17,14,0,0,4,1,4,2,1
1,3,2,78,86,22,20,11,2,45,30,8,2,21,10,7,7,3,64,81,36,28,36,5,79,43,13,4,42,29,6,6,6
1,3,0,52,30,48,20,7,1,31,7,17,6,31,22,6,6,6,64,30,36,14,7,3,23,17,1,0,23,10,1,3,2
-1,0,3,56,43,44,18,8,6,35,29,2,2,26,16,6,5,1,55,39,45,25,9,2,31,14,9,5,21,14,7,7,6
1,3,1,65,65,35,22,8,1,60,28,16,5,46,31,6,6,7,72,73,28,15,11,3,48,29,5,2,75,50,7,4,5
-1,0,3,56,37,44,24,5,4,29,13,4,0,22,14,3,5,5,64,56,36,18,17,3,45,13,6,3,19,14,6,7,7
-1,2,3,70,73,30,28,6,2,52,60,12,8,35,21,6,6,2,69,69,31,22,9,2,50,59,25,9,52,35,7,4,6
-1,1,3,52,73,48,36,19,10,67,38,8,1,35,23,6,5,7,61,73,39,30,26,4,68,25,10,3,35,29,7,7,6
-1,0,3,60,49,40,27,5,6,40,26,0,0,56,36,2,4,6,71,55,29,17,21,2,42,12,10,3,44,31,6,6,7
-1,1,3,65,70,35,30,18,2,43,17,3,1,49,26,6,6,5,66,66,34,22,10,6,60,30,17,3,63,43,7,4,7
-1,0,3,58,40,42,12,7,1,16,19,9,0,5,3,4,1,3,59,38,41,22,20,3,53,25,14,5,17,11,6,6,6
1,3,2,62,68,38,38,22,1,52,32,16,3,45,26,1,7,6,55,76,45,39,25,8,76,55,11,2,36,26,6,6,3
1,3,0,63,41,37,26,5,1,40,20,11,3,26,20,6,7,6,60,46,40,20,3,1,25,12,3,0,29,19,3,5,4
-1,0,3,66,49,34,13,1,5,29,27,3,0,39,25,3,3,5,63,44,37,20,11,1,41,14,15,4,23,19,6,6,7
1,3,0,63,52,37,28,9,3,38,9,5,2,15,10,7,6,7,65,48,35,18,17,3,39,19,2,0,54,31,6,1,6
-1,2,3,63,83,37,25,26,2,66,27,7,2,61,39,2,7,6,64,76,36,39,8,2,53,20,7,4,46,32,6,6,7
1,3,0,63,43,37,16,15,4,30,17,12,4,22,16,6,6,6,65,34,35,15,3,3,26,22,1,1,21,13,4,3,4
1,3,1,68,54,32,24,7,0,53,10,14,5,19,15,5,6,6,77,68,23,11,10,3,35,21,3,1,70,33,7,2,4
1,3,0,55,48,45,27,15,4,53,16,9,2,25,15,7,7,6,62,55,38,24,7,3,25,16,2,1,39,25,6,6,4
-1,1,2,68,40,32,13,9,5,19,14,10,2,38,22,6,3,3,61,40,39,17,12,8,45,24,8,3,25,16,3,6,6
1,3,1,66,83,34,36,17,2,72,17,7,2,96,61,6,7,7,72,91,28,24,16,1,57,13,8,1,54,35,7,6,5
1,3,1,64,60,36,33,12,1,56,28,12,2,71,49,3,7,7,70,68,30,27,10,5,42,21,9,1,39,23,6,6,6
1,3,1,69,71,31,20,21,4,55,17,10,5,29,24,7,6,6,63,63,37,18,17,6,48,30,3,2,51,33,5,7,3
1,3,1,64,71,36,25,21,5,74,22,6,5,87,48,6,6,6,55,52,45,29,12,4,42,13,10,1,34,15,4,4,7
-1,0,3,61,42,39,23,4,4,29,27,4,0,30,20,4,5,4,57,49,43,23,12,2,39,27,6,3,41,26,6,7,6
-1,0,3,61,41,39,16,13,7,38,29,3,1,41,26,2,6,3,69,46,31,16,13,0,37,13,11,4,10,6,6,7,6
-1,2,3,68,92,32,33,21,5,56,31,17,2,40,31,6,6,6,56,79,44,47,18,5,51,32,6,1,38,27,3,7,3
1,3,0,67,51,33,19,2,5,29,20,12,5,15,9,7,6,6,65,44,35,15,5,5,27,28,5,2,32,19,6,4,2
-1,0,3,57,39,43,24,3,5,26,22,7,2,40,26,1,6,5,61,55,39,22,24,4,48,20,13,5,28,20,6,7,7
-1,0,3,68,57,32,17,22,4,48,24,4,0,22,14,5,4,6,67,52,33,23,17,2,40,7,5,2,24,20,7,6,7
-1,0,3,75,53,25,11,19,1,33,10,1,1,20,13,6,4,2,58,40,42,26,15,1,55,10,11,4,29,20,7,6,6
1,3,0,69,49,31,18,15,2,33,10,6,3,27,18,6,7,6,60,42,40,21,6,4,28,20,1,1,22,16,4,6,4
-1,0,3,59,37,41,16,11,4,38,21,5,2,24,18,3,4,5,72,54,28,13,4,0,33,12,8,5,19,15,6,6,7
1,3,1,57,47,43,23,11,5,54,21,18,9,28,22,6,6,6,56,45,44,20,2,3,34,31,6,4,44,29,0,3,7
1,2,1,55,36,45,17,7,3,20,15,2,1,10,6,2,7,2,59,28,41,16,9,3,30,7,7,2,16,9,6,5,1
1,3,0,59,39,41,22,12,0,41,12,18,4,20,14,7,6,6,68,53,32,15,8,5,25,19,0,0,21,15,6,3,1
-1,0,3,67,47,33,12,6,1,34,25,3,1,29,21,2,4,5,65,44,35,16,9,0,40,14,7,5,28,20,6,6,7
1,3,1,67,51,33,19,9,0,47,16,7,6,39,25,6,2,7,62,45,38,21,14,6,44,20,9,3,65,38,2,6,5
-1,0,3,72,58,28,8,18,3,32,18,1,1,19,9,6,3,4,69,52,31,16,30,3,59,15,5,3,15,14,7,6,6
1,3,0,65,44,35,20,16,2,40,10,12,4,28,14,6,6,7,58,42,42,16,11,3,34,20,5,0,61,29,4,2,5
-1,0,3,67,53,33,11,14,5,44,27,0,0,21,13,5,6,0,61,47,39,20,10,4,29,12,9,4,13,7,7,7,6
-1,2,3,69,63,31,23,3,6,44,45,11,3,30,23,6,2,7,60,65,40,34,9,1,44,28,12,6,32,26,3,6,6
-1,0,3,62,12,38,4,3,0,8,10,0,0,14,4,0,1,0,47,12,53,17,5,1,21,6,9,6,6,5,6,6,1
1,3,2,70,76,30,22,6,8,34,39,24,7,50,34,6,7,2,59,76,41,33,15,2,56,34,9,5,53,35,7,6,6
-1,1,3,60,53,40,25,19,3,45,12,14,3,29,16,6,3,4,53,54,47,27,11,5,50,19,18,5,34,24,3,6,6
-1,1,3,69,83,31,27,15,3,73,25,8,1,64,51,6,7,5,81,101,19,15,19,1,60,23,7,1,34,25,7,5,7
-1,1,3,54,48,46,30,14,3,42,25,10,2,38,24,6,2,5,76,63,24,18,18,2,43,22,10,5,38,24,4,6,7
1,3,0,74,40,26,12,8,1,38,3,16,5,21,18,6,6,6,66,32,34,15,6,4,18,14,0,0,23,12,3,2,2
-1,0,3,61,36,39,16,1,1,33,20,5,2,55,39,4,6,1,63,55,37,16,15,4,45,16,10,5,42,31,6,7,6
1,3,0,64,42,36,18,9,4,42,13,14,4,21,13,6,6,6,67,43,33,15,9,3,26,12,2,1,51,31,4,4,4
1,3,2,57,68,43,36,16,8,54,26,9,3,42,28,3,7,6,71,76,29,28,11,3,57,19,12,3,50,32,6,6,4
1,3,2,67,72,33,25,26,7,62,34,16,3,87,56,4,6,3,59,69,41,35,13,3,51,24,5,2,39,24,6,3,6
-1,0,3,59,47,41,18,5,4,36,20,2,0,27,21,4,6,3,72,55,28,18,9,1,36,15,11,2,28,15,6,7,6
1,3,1,66,62,34,29,7,3,53,25,15,5,46,31,6,7,6,66,64,34,25,14,3,47,32,6,0,54,30,7,6,1
-1,1,3,71,82,29,22,19,2,43,31,7,1,24,12,6,7,4,58,68,42,30,24,5,68,42,15,3,48,30,7,6,6
1,3,0,65,44,35,17,13,3,40,16,13,6,22,15,6,6,7,73,43,27,14,4,2,25,26,7,2,35,16,1,4,6
-1,2,3,59,63,41,29,11,9,45,45,7,3,45,26,6,6,1,69,72,31,23,14,3,36,27,11,5,31,22,4,3,6
-1,0,3,57,44,43,20,9,3,32,11,6,0,54,30,5,4,4,68,63,32,12,30,9,58,14,10,3,16,12,7,6,6
-1,0,3,68,45,32,17,8,2,41,22,2,0,31,25,2,4,6,72,55,28,11,12,0,42,11,8,3,21,17,6,6,7
1,3,0,61,42,39,21,16,1,36,13,10,4,17,11,7,6,6,53,33,47,27,6,4,31,25,2,2,31,21,6,4,3
-1,1,3,55,54,45,27,9,11,43,43,7,1,51,32,7,4,4,70,60,30,24,20,1,49,15,13,5,36,22,6,6,6
1,3,2,69,102,31,21,22,2,80,48,15,3,56,42,7,4,7,60,82,40,42,4,4,48,37,7,2,37,25,5,6,6
-1,0,3,65,40,35,15,4,4,31,40,13,4,52,30,4,5,4,64,48,36,16,9,2,36,21,17,7,37,26,6,7,6
