38,1,1,1
37,0,0,1
35,1,0,0
35,0,1,1
38,0,1,1
34,0,1,1
25,0,2,1
34,1,1,0
16,0,1,1
26,0,1,1
47,0,0,1
35,1,0,0
22,1,0,0
45,1,0,0
24,0,0,1
47,0,1,1
21,0,1,1
21,0,1,1
24,0,1,1
22,0,2,1
24,0,1,1
34,0,1,1
16,1,2,0
30,0,1,1
49,0,0,0
71,0,0,1
09,0,2,0
33,0,2,1
41,0,2,1
31,1,2,0
38,0,2,1
09,0,2,1
01,0,2,1
11,0,2,1
10,1,2,1
16,1,2,1
14,0,2,1
40,0,2,1
43,1,2,1
53,0,0,0
19,1,0,0
38,0,0,1
58,1,0,0
51,0,2,1
52,0,1,1
23,0,0,0
45,1,0,0
32,0,2,1
46,0,0,1
20,0,2,1
37,0,2,1
28,0,2,1
19,0,2,1
24,1,2,1
17,1,2,1
28,0,2,1
24,1,2,0
30,0,1,1
.7,0,1,0
24,1,1,0
20,0,2,1
23,0,2,1
41,0,2,1
26,0,2,1
21,0,2,1
45,1,2,0
44,0,1,1
25,0,0,0
25,1,0,0
25,0,2,1
06,1,1,0
48,0,0,0
49,1,0,0
28,0,1,1
62,0,1,0
45,0,0,1
30,0,1,1
35,1,0,0
40,0,0,1
07,1,1,0
43,0,1,1
45,1,1,0
27,0,0,0
11,0,2,1
24,1,0,0
55,0,0,1
52,1,0,0
42,0,0,1
27,0,2,0
18,1,2,1
26,1,2,0
23,1,2,1
22,1,2,0
28,0,2,1
28,1,2,1
24,1,1,0
24,1,1,0
49,0,1,1
48,1,1,0
55,1,1,0
24,0,1,1
32,0,1,1
21,0,1,1
18,1,1,1
55,0,0,1
16,1,0,0
44,1,0,0
02,1,2,0
22,1,2,0
20,1,1,0
23,0,1,1
36,0,1,1
54,1,1,0
50,0,1,1
51,1,0,0
44,0,1,1
29,1,1,0
43,0,2,1
28,0,2,1
42,0,0,1
35,1,0,0
35,0,0,0
27,1,2,0
21,0,1,1
42,0,1,0
63,0,1,1
60,1,1,1
38,0,0,0
35,1,0,0
42,0,2,1
33,0,1,1
30,0,2,1
38,1,0,0
17,1,1,0
27,1,2,1
25,1,2,1
50,1,0,1
49,0,0,0
42,0,1,1
24,1,1,0
29,0,2,0
21,0,2,0
47,0,1,1
24,0,1,1
22,0,1,1
32,0,1,1
20,0,2,1
48,0,2,1
17,0,2,1
23,1,1,0
34,0,2,1
26,0,2,0
22,0,2,1
33,0,2,1
31,0,2,1
29,0,2,1
04,0,2,0
01,1,2,0
49,0,2,1
33,0,2,1
19,0,2,1
27,1,2,0
46,0,0,1
23,0,2,1
32,0,2,0
27,0,2,1
50,0,0,1
20,1,2,1
21,1,2,1
32,0,2,0
17,0,2,1
21,0,2,1
34,0,1,1
24,1,1,0
30,0,2,1
21,0,2,0
33,0,2,1
22,0,2,1
22,1,1,1
04,1,2,0
39,0,2,0
18,0,2,1
35,0,1,1
32,0,0,1
34,0,2,1
44,0,2,1
45,1,1,0
58,0,0,1
41,0,0,1
42,0,0,0
45,1,0,0
22,1,2,1
26,0,2,1
04,1,2,0
29,0,2,0
26,1,2,0
57,0,1,1
01,1,2,1
18,0,2,1
36,1,2,1
25,0,2,0
39,1,0,0
31,0,1,1
26,1,1,1
30,0,1,1
37,1,2,1
22,1,2,0
26,0,2,0
01,1,1,0
03,1,1,0
25,0,1,1
22,1,1,0
29,0,2,1
29,0,2,1
22,0,2,1
49,1,0,0
22,0,2,0
17,1,1,0
32,0,2,1
34,0,2,1
34,1,1,0
36,0,2,1
30,1,0,0
39,0,2,1
35,0,0,0
36,0,1,1
24,0,1,1
24,0,2,1
25,1,2,1
45,1,2,1
42,0,0,1
36,0,2,1
30,1,2,1
20,0,2,0
55,1,0,0
16,1,0,0
51,1,0,0
28,0,2,1
61,0,1,1
30,0,2,1
26,1,2,1
29,0,0,1
21,1,0,0
30,0,0,1
50,0,1,1
42,1,1,0
20,0,2,1
27,0,2,0
51,0,2,1
23,1,2,0
32,0,2,0
58,1,0,0
57,1,1,1
15,1,0,0
24,0,2,0
22,0,2,1
30,0,0,1
16,1,0,0
29,0,2,1
01,0,1,0
31,0,1,1
24,1,1,0
30,1,2,1
35,0,2,1
33,0,2,1
19,0,0,1
18,1,0,0
30,0,1,1
40,0,1,1
24,1,0,0
46,0,0,1
54,0,0,1
32,0,1,1
30,0,1,1
36,0,0,0
15,1,2,0
35,1,2,1
46,0,1,1
24,0,2,1
19,1,2,1
13,1,1,0
41,1,1,0
19,0,1,0
55,0,2,1
39,0,1,1
28,0,0,1
21,0,2,0
65,0,0,1
48,0,1,1
44,0,0,1
33,1,0,0
37,1,0,0
24,0,2,1
21,0,2,1
28,0,2,1
70,0,1,1
30,0,0,0
25,0,2,1
55,0,0,1
27,0,1,1
06,0,2,0
27,1,2,0
47,0,0,1
54,0,1,1
39,0,1,1
34,0,2,1
16,0,1,1
24,1,2,0
18,0,2,1
62,0,1,1
22,0,2,1
15,1,2,0
01,1,2,0
20,0,2,0
19,1,2,0
33,0,2,1
32,0,1,1
14,1,1,0
37,0,0,1
02,0,1,0
03,0,1,0
36,0,1,1
26,0,1,1
31,1,0,0
23,1,0,0
58,0,0,1
19,1,0,0
19,0,1,1
64,0,0,1
12,0,2,0
14,1,2,0
29,1,2,1
28,0,2,1
18,1,2,0
26,1,2,0
21,0,2,1
41,0,2,1
39,0,2,0
28,0,1,1
21,0,2,1
20,0,1,0
28,0,2,1
29,1,1,0
22,1,2,0
61,0,2,1
23,0,2,1
22,1,2,0
39,1,0,0
09,0,2,0
28,0,2,1
42,0,2,1
31,1,2,1
28,0,2,1
32,0,2,0
20,0,2,1
23,1,2,1
20,1,2,1
20,0,2,1
16,0,2,1
31,1,2,0
22,1,0,0
65,0,0,1
39,0,1,1
28,0,0,1
22,0,1,0
23,0,1,1
29,0,1,0
02,0,2,1
06,0,2,1
03,1,2,1
08,1,2,1
29,1,2,1
01,0,2,1
07,0,2,1
02,0,2,1
16,0,2,1
14,0,2,1
41,1,2,1
28,0,1,1
50,1,1,0
45,0,0,1
21,0,2,1
19,0,2,1
32,0,2,1
23,0,0,1
.7,0,2,1
03,1,2,1
26,1,2,1
29,0,0,1
22,1,0,0
21,0,2,1
25,0,2,1
18,0,0,1
17,1,0,0
19,0,1,1
22,0,2,1
30,1,0,0
25,0,2,0
41,0,1,1
24,0,2,1
28,1,2,1
19,0,2,1
25,0,2,1
18,1,2,1
52,0,0,0
21,1,1,0
19,1,1,0
43,0,1,1
32,0,2,0
32,1,1,0
17,0,2,1
24,0,2,1
34,0,1,1
30,0,1,0
47,0,0,1
56,1,0,0
27,0,1,1
02,1,1,0
08,1,1,0
33,1,1,0
36,0,1,1
38,0,2,1
34,0,1,1
30,1,1,0
38,0,0,1
28,1,1,0
21,0,2,1
10,0,2,1
04,0,2,1
07,0,2,1
02,0,2,1
08,0,2,1
39,1,2,1
23,0,1,1
.8,0,1,0
03,0,1,0
24,1,1,0
50,1,1,0
22,1,2,1
22,0,0,1
35,0,2,1
43,1,0,0
50,0,2,1
47,1,2,1
31,0,0,1
19,0,1,1
45,0,0,0
02,1,2,1
18,0,2,1
41,1,2,1
33,1,0,0
46,0,0,1
36,0,0,1
33,1,0,0
55,0,0,1
54,1,0,0
50,0,2,1
33,0,0,1
21,1,1,0
16,0,2,1
13,0,0,0
18,1,0,0
21,1,0,0
61,0,0,1
48,1,0,0
25,0,2,1
38,0,2,1
14,0,2,1
24,1,0,0
24,0,2,1
21,1,2,0
39,0,2,1
01,1,2,0
04,1,2,0
24,1,2,0
25,0,2,0
20,0,2,1
24,0,2,1
35,1,0,0
26,0,1,1
25,0,1,1
30,1,0,0
34,0,0,0
27,0,1,1
29,0,2,0
25,1,1,0
40,1,0,0
18,1,1,0
35,0,0,0
50,0,0,1
39,1,0,0
56,0,0,0
20,1,1,0
30,1,1,0
22,0,2,1
40,0,2,1
21,0,2,1
18,1,2,0
59,0,1,1
04,0,2,1
10,0,2,1
09,1,2,1
02,1,2,1
40,0,2,1
45,1,2,1
30,1,1,0
35,0,1,1
28,0,0,0
56,0,0,1
40,1,1,0
56,0,0,1
24,0,0,1
18,1,0,0
24,0,0,0
23,1,0,0
25,0,1,1
19,0,2,1
30,0,2,1
06,0,0,0
45,0,0,0
40,1,0,0
57,0,0,1
32,0,2,1
32,0,0,0
33,0,2,1
23,1,2,0
21,0,2,1
41,0,1,1
62,0,0,1
54,0,0,0
43,1,0,0
52,1,0,0
25,0,1,1
62,1,0,0
60,0,2,1
19,0,2,1
22,1,2,1
31,0,2,0
67,0,0,1
63,1,0,1
27,0,2,1
02,1,2,1
29,1,2,1
16,0,2,0
44,0,2,0
25,0,2,1
61,0,0,1
74,0,2,1
14,0,2,0
24,0,2,1
18,0,1,1
14,0,1,1
48,1,0,0
18,1,0,0
52,0,0,1
39,1,0,0
48,0,0,0
25,0,2,0
49,0,0,1
17,0,0,0
39,1,0,0
34,0,2,1
.4,0,2,0
16,1,2,0
32,0,2,1
30,0,2,1
50,1,1,0
44,0,2,1
25,0,2,0
07,0,2,0
09,1,2,0
29,1,2,0
23,0,1,1
28,1,1,0
27,1,1,0
31,0,0,0
36,0,2,1
18,1,2,0
63,1,2,0
29,0,1,1
27,1,1,1
40,0,0,1
11,0,2,1
40,0,2,1
61,0,0,1
10,1,2,1
36,0,2,1
30,1,2,1
33,0,2,1
28,0,2,1
28,0,2,1
47,0,2,1
18,1,2,1
31,0,2,1
16,0,2,1
31,1,2,1
22,0,2,0
40,0,1,1
20,0,2,1
14,1,2,1
22,0,2,1
22,0,2,1
31,1,1,0
47,0,0,1
35,1,0,0
30,0,1,1
23,0,1,1
31,1,1,0
64,0,0,1
60,1,0,0
12,1,1,0
40,1,1,0
32,1,1,0
